volume,link,titile,transliteration,english,wikidata
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെയ്‌റോണ്‍, പ്രതാപ്‌സിങ്","കെയ്‌റോണ്‍, പ്രതാപ്‌സിങ്","keyronu, prathaapsingu",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെയ്റ്റല്‍, വില്‍ഹെമ്","കെയ്റ്റല്‍, വില്‍ഹെമ്","keyttalu, vilhemu",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെയ്‌ലി, ആര്‍തര്‍","കെയ്‌ലി, ആര്‍തര്‍","keyli, aartharu",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെരന്‍സ്‌കി, അലക്‌സാണ്ടര്‍ ഫെദൊരോവിച്ച്","കെരന്‍സ്‌കി, അലക്‌സാണ്ടര്‍ ഫെദൊരോവിച്ച്","keranski, alaksaandaru phedorovicchu",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെരൂര്‍ വാസുദേവാചാര്യ,കെരൂര്‍ വാസുദേവാചാര്യ,kerooru vaasudevaachaarya,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെറൂമെ, ഷെയ്ഖ് അബീദ് അമാനി","കെറൂമെ, ഷെയ്ഖ് അബീദ് അമാനി","keroome, sheykhu abeedu amaani",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെര്‍ പ്രഭാവം,കെര്‍ പ്രഭാവം,keru prabhaavam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്‍റ്റിക് ഭാഷകള്‍,കെല്‍റ്റിക് ഭാഷകള്‍,kelttiku bhaashakalu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്‍റ്റുകള്‍,കെല്‍റ്റുകള്‍,kelttukalu,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്ലര്‍, ഗോട്ഫ്രീഡ്","കെല്ലര്‍, ഗോട്ഫ്രീഡ്","kellaru, gotphreedu",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്ലര്‍, ഹെലന്‍ ആഡംസ്","കെല്ലര്‍, ഹെലന്‍ ആഡംസ്","kellaru, helanu aadamsu",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്ലൊഗ്-ബ്രയന്‍ഡ് കരാര്‍,കെല്ലൊഗ്-ബ്രയന്‍ഡ് കരാര്‍,kellog-brayandu karaaru,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്‍വിന്‍, വില്യം തോംസണ്‍","കെല്‍വിന്‍, വില്യം തോംസണ്‍","kelvinu, vilyam thomsanu",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്‍വിന്‍ സ്‌കെയില്‍,കെല്‍വിന്‍ സ്‌കെയില്‍,kelvinu skeyilu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെല്‍സ് പുസ്തകം,കെല്‍സ് പുസ്തകം,kelsu pusthakam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെവാവെ,കെവാവെ,kevaave,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെസല്‍റിങ്, ആല്‍ബര്‍ട്ട്","കെസല്‍റിങ്, ആല്‍ബര്‍ട്ട്","kesalringu, aalbarttu",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെസ്റ്റ്‌നര്‍, എറിക്ക ്","കെസ്റ്റ്‌നര്‍, എറിക്ക ്","kesttunaru, erikka ്",,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കെസ്റ്റലര്‍, ആര്‍തര്‍","കെസ്റ്റലര്‍, ആര്‍തര്‍","kesttalaru, aartharu",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേക,കേക,keka,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേകിനൃത്തം,കേകിനൃത്തം,kekinruttham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേക്ക്,കേക്ക്,kekku,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേഡ്ജാക്ക്,കേഡ്ജാക്ക്,kedjaakku,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേഡ്മണ്‍,കേഡ്മണ്‍,kedmanu,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേണ്‍, ജെറോമി","കേണ്‍, ജെറോമി","kenu, jeromi",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേതന,കേതന,kethana,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേതു,കേതു,kethu,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേത്കര്‍, ശ്രീധര്‍ വെങ്കടേശ്","കേത്കര്‍, ശ്രീധര്‍ വെങ്കടേശ്","kethkaru, shreedharu venkateshu",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേദാരഗൗള,കേദാരഗൗള,kedaaragaula,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേദാരനാഥന്‍, കെ. ആര്‍","കേദാരനാഥന്‍, കെ. ആര്‍","kedaaranaathanu, ke. Aaru",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേദാരം,കേദാരം,kedaaram,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേനോപനിഷത്ത്,കേനോപനിഷത്ത്,kenopanishatthu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രനാഡീവ്യൂഹം,കേന്ദ്രനാഡീവ്യൂഹം,kendranaadeevyooham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രബാങ്ക്,കേന്ദ്രബാങ്ക്,kendrabaanku,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രവില്പന നികുതി,കേന്ദ്രവില്പന നികുതി,kendravilpana nikuthi,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്ര സംസ്ഥാന ബന്ധങ്ങള്‍,കേന്ദ്ര സംസ്ഥാന ബന്ധങ്ങള്‍,kendra samsthaana bandhangalu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രീയ പ്രവണത,കേന്ദ്രീയ പ്രവണത,kendreeya pravanatha,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രീയ വിദ്യാലയങ്ങള്‍,കേന്ദ്രീയ വിദ്യാലയങ്ങള്‍,kendreeya vidyaalayangalu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേന്ദ്രീയ സീമാസൂത്രം,കേന്ദ്രീയ സീമാസൂത്രം,kendreeya seemaasoothram,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേപ്ടൗണ്‍,കേപ്ടൗണ്‍,keptaunu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേപ് വെര്‍ദെ,കേപ് വെര്‍ദെ,kepu verde,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേബിള്‍ ടി.വി.,കേബിള്‍ ടി.വി.,kebilu ti.Vi.,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേബിള്‍ വേ,കേബിള്‍ വേ,kebilu ve,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേമദ്രുമയോഗം,കേമദ്രുമയോഗം,kemadrumayogam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേമ്പിയം,കേമ്പിയം,kempiyam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേംബ്രിജ് സര്‍വകലാശാല,കേംബ്രിജ് സര്‍വകലാശാല,kembriju sarvakalaashaala,,
Vol08,"http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേയി, ദാനി","കേയി, ദാനി","keyi, daani",,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേയ്‌സണ്‍,കേയ്‌സണ്‍,keysanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരദിനൃത്തം,കേരദിനൃത്തം,keradinruttham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള അഗ്രോ മെഷീനറി കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള അഗ്രോ മെഷീനറി കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala agreaa mesheenari korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള അഗ്രോ ഇന്‍ഡസ്ട്രീസ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള അഗ്രോ ഇന്‍ഡസ്ട്രീസ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala agreaa indastreesu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള അര്‍ബന്‍ ആന്‍ഡ് റൂറല്‍ ഡെവലപ്‌മെന്റ് ഫിനാന്‍സ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള അര്‍ബന്‍ ആന്‍ഡ് റൂറല്‍ ഡെവലപ്‌മെന്റ് ഫിനാന്‍സ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala arbanu aandu rooralu devalapmentu phinaansu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ആര്‍ട്ടിസാന്‍സ് ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍,കേരള ആര്‍ട്ടിസാന്‍സ് ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍,kerala aarttisaansu devalapmentu korppareshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍ഡസ്ട്രിയല്‍ ഇന്‍ഫ്രാസ്ട്രക്്ചര്‍ ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍,കേരള ഇന്‍ഡസ്ട്രിയല്‍ ഇന്‍ഫ്രാസ്ട്രക്്ചര്‍ ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍,kerala indastriyalu inphraastrak്charu devalapmentu korppareshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ടൂറിസം ആന്‍ഡ് ട്രാവല്‍ സ്റ്റഡീസ്,കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ടൂറിസം ആന്‍ഡ് ട്രാവല്‍ സ്റ്റഡീസ്,kerala insttittyoottu ophu toorisam aandu traavalu sttadeesu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ലേബര്‍ ആന്‍ഡ് എംപ്ലോയ്‌മെന്റ്,കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ലേബര്‍ ആന്‍ഡ് എംപ്ലോയ്‌മെന്റ്,kerala insttittyoottu ophu lebaru aandu employmentu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ലോക്കല്‍ അഡ്മിനിസ്‌ട്രേഷന്‍,കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഒഫ് ലോക്കല്‍ അഡ്മിനിസ്‌ട്രേഷന്‍,kerala insttittyoottu ophu lokkalu administreshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഫോര്‍ എന്റര്‍പ്രെണര്‍ഷിപ്പ് ഡെവലപ്‌മെന്റ്,കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഫോര്‍ എന്റര്‍പ്രെണര്‍ഷിപ്പ് ഡെവലപ്‌മെന്റ്,kerala insttittyoottu phoru entarprenarshippu devalapmentu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഫോര്‍ റിസര്‍ച്ച് ട്രെയിനിങ് ആന്‍ഡ് ഡെവലപ്‌മെന്റ് സ്റ്റഡീസ് ഒഫ് ഷെഡ്യൂള്‍ഡ് കാസ്റ്റ്‌സ് ആന്‍ഡ് ഷെഡ്യൂള്‍ഡ് ട്രൈബ്‌സ്,കേരള ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഫോര്‍ റിസര്‍ച്ച് ട്രെയിനിങ് ആന്‍ഡ് ഡെവലപ്‌മെന്റ് സ്റ്റഡീസ് ഒഫ് ഷെഡ്യൂള്‍ഡ് കാസ്റ്റ്‌സ് ആന്‍ഡ് ഷെഡ്യൂള്‍ഡ് ട്രൈബ്‌സ്,kerala insttittyoottu phoru risarcchu treyiningu aandu devalapmentu sttadeesu ophu shedyooldu kaasttusu aandu shedyooldu trybsu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഇലക്ട്രിക്കല്‍ ആന്‍ഡ് അലൈഡ് എന്‍ജിനീയറിങ് കമ്പനി ലിമിറ്റഡ്,കേരള ഇലക്ട്രിക്കല്‍ ആന്‍ഡ് അലൈഡ് എന്‍ജിനീയറിങ് കമ്പനി ലിമിറ്റഡ്,kerala ilaktrikkalu aandu alydu enjineeyaringu kampani limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള എന്‍.ജി.ഒ. അസോസിയേഷന്‍,കേരള എന്‍.ജി.ഒ. അസോസിയേഷന്‍,kerala enu.Ji.O. Asosiyeshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള എന്‍.ജി.ഒ. യൂണിയന്‍,കേരള എന്‍.ജി.ഒ. യൂണിയന്‍,kerala enu.Ji.O. Yooniyanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഏവിയേഷന്‍ ട്രെയിനിങ് സെന്റര്‍,കേരള ഏവിയേഷന്‍ ട്രെയിനിങ് സെന്റര്‍,kerala eviyeshanu treyiningu sentaru,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഓട്ടോമൊബൈല്‍സ് ലിമിറ്റഡ്,കേരള ഓട്ടോമൊബൈല്‍സ് ലിമിറ്റഡ്,kerala ottomobylsu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഔദ്യോഗിക ഭാഷാ (നിയമനിര്‍മാണ) കമ്മിഷന്‍,കേരള ഔദ്യോഗിക ഭാഷാ (നിയമനിര്‍മാണ) കമ്മിഷന്‍,kerala audyeaagika bhaashaa (niyamanirmaana) kammishanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കത്തോലിക്ക കോണ്‍ഗ്രസ്,കേരള കത്തോലിക്ക കോണ്‍ഗ്രസ്,kerala kattholikka kongrasu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കലാമണ്ഡലം,കേരള കലാമണ്ഡലം,kerala kalaamandalam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കരകൗശല വികസന കോര്‍പ്പറേഷന്‍,കേരള കരകൗശല വികസന കോര്‍പ്പറേഷന്‍,kerala karakaushala vikasana korppareshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കശുവണ്ടി വികസന കോര്‍പ്പറേഷന്‍,കേരള കശുവണ്ടി വികസന കോര്‍പ്പറേഷന്‍,kerala kashuvandi vikasana korppareshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കാര്‍ഷിക സര്‍വകലാശാല,കേരള കാര്‍ഷിക സര്‍വകലാശാല,kerala kaarshika sarvakalaashaala,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കേരകര്‍ഷക സഹകരണ ഫെഡറേഷന്‍ (കേരഫെഡ്),കേരള കേരകര്‍ഷക സഹകരണ ഫെഡറേഷന്‍ (കേരഫെഡ്),kerala kerakarshaka sahakarana phedareshanu (keraphedu),,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കോ-ഓപ്പറേറ്റീവ് മില്‍ക്ക് മാര്‍ക്കറ്റിങ് ഫെഡറേഷന്‍ (മില്‍മ),കേരള കോ-ഓപ്പറേറ്റീവ് മില്‍ക്ക് മാര്‍ക്കറ്റിങ് ഫെഡറേഷന്‍ (മില്‍മ),kerala ko-opparetteevu milkku maarkkattingu phedareshanu (milma),,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കോണ്‍ഗ്രസ്,കേരള കോണ്‍ഗ്രസ്,kerala kongrasu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള കോണ്‍ഗ്രസ് സോഷ്യലിസ്റ്റ് പാര്‍ട്ടി,കേരള കോണ്‍ഗ്രസ് സോഷ്യലിസ്റ്റ് പാര്‍ട്ടി,kerala kongrasu soshyalisttu paartti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളകൗമുദി,കേരളകൗമുദി,keralakaumudi,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ക്ലെയ്‌സ് ആന്‍ഡ് സിറാമിക് പ്രോഡക്ട്‌സ് ലിമിറ്റഡ്,കേരള ക്ലെയ്‌സ് ആന്‍ഡ് സിറാമിക് പ്രോഡക്ട്‌സ് ലിമിറ്റഡ്,kerala kleysu aandu siraamiku preaadaktsu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഖാദിഗ്രാമവ്യവസായ ബോര്‍ഡ്,കേരള ഖാദിഗ്രാമവ്യവസായ ബോര്‍ഡ്,kerala khaadigraamavyavasaaya bordu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഗസറ്റിയേഴ്‌സ്,കേരള ഗസറ്റിയേഴ്‌സ്,kerala gasattiyezhsu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഗ്രന്ഥശാലാസംഘം,കേരള ഗ്രന്ഥശാലാസംഘം,kerala granthashaalaasamgham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ചരിത്ര ഗവേഷണ കൗണ്‍സില്‍,കേരള ചരിത്ര ഗവേഷണ കൗണ്‍സില്‍,kerala charithra gaveshana kaunsilu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ചെറുകിട വ്യവസായ വികസന കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള ചെറുകിട വ്യവസായ വികസന കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala cherukita vyavasaaya vikasana korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ടൂറിസം ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള ടൂറിസം ഡെവലപ്‌മെന്റ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala toorisam devalapmentu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ട്രാന്‍സ്‌പോര്‍ട്ട് ഡെവലപ്‌മെന്റ് ഫിനാന്‍സ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള ട്രാന്‍സ്‌പോര്‍ട്ട് ഡെവലപ്‌മെന്റ് ഫിനാന്‍സ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala traansporttu devalapmentu phinaansu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഡാം സുരക്ഷാ അതോറിറ്റി,കേരള ഡാം സുരക്ഷാ അതോറിറ്റി,kerala daam surakshaa athoritti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ദിനേശ് ബീഡി തൊഴിലാളി കേന്ദ്ര സഹകരണസംഘം,കേരള ദിനേശ് ബീഡി തൊഴിലാളി കേന്ദ്ര സഹകരണസംഘം,kerala dineshu beedi thozhilaali kendra sahakaranasamgham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളനിയമസഭ,കേരളനിയമസഭ,keralaniyamasabha,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളപത്രിക,കേരളപത്രിക,keralapathrika,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പബ്ലിക് സര്‍വീസ് കമ്മിഷന്‍,കേരള പബ്ലിക് സര്‍വീസ് കമ്മിഷന്‍,kerala pabliku sarveesu kammishanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളപാണിനീയം,കേരളപാണിനീയം,keralapaanineeyam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പീപ്പിള്‍സ് ആര്‍ട്‌സ് ക്ലബ്ബ്,കേരള പീപ്പിള്‍സ് ആര്‍ട്‌സ് ക്ലബ്ബ്,kerala peeppilsu aartsu klabbu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളപുരം ശാസനം,കേരളപുരം ശാസനം,keralapuram shaasanam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പുലയ മഹാസഭ,കേരള പുലയ മഹാസഭ,kerala pulaya mahaasabha,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പൊലീസ് ഹൗസിങ് ആന്‍ഡ് കണ്‍സ്ട്രക്ഷന്‍ കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള പൊലീസ് ഹൗസിങ് ആന്‍ഡ് കണ്‍സ്ട്രക്ഷന്‍ കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala poleesu hausingu aandu kanstrakshanu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളപ്പഴമ,കേരളപ്പഴമ,keralappazhama,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പ്രദേശ് കോണ്‍ഗ്രസ് കമ്മിറ്റി,കേരള പ്രദേശ് കോണ്‍ഗ്രസ് കമ്മിറ്റി,kerala pradeshu kongrasu kammitti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള പ്രസ് അക്കാദമി,കേരള പ്രസ് അക്കാദമി,kerala prasu akkaadami,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഫിനാന്‍ഷ്യല്‍ കോര്‍പ്പറേഷന്‍,കേരള ഫിനാന്‍ഷ്യല്‍ കോര്‍പ്പറേഷന്‍,kerala phinaanshyalu korppareshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഫീഡ്‌സ് ലിമിറ്റഡ്,കേരള ഫീഡ്‌സ് ലിമിറ്റഡ്,kerala pheedsu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഫോക്‌ലോര്‍ അക്കാദമി,കേരള ഫോക്‌ലോര്‍ അക്കാദമി,kerala phokloru akkaadami,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ബുക്‌സ് ആന്‍ഡ് പബ്ലിക്കേഷന്‍ സൊസൈറ്റി,കേരള ബുക്‌സ് ആന്‍ഡ് പബ്ലിക്കേഷന്‍ സൊസൈറ്റി,kerala buksu aandu pablikkeshanu sosytti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ബുക്ക് മാര്‍ക്കറ്റിങ് സൊസൈറ്റി,കേരള ബുക്ക് മാര്‍ക്കറ്റിങ് സൊസൈറ്റി,kerala bukku maarkkattingu sosytti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ബ്യൂറോ ഒഫ് ഇന്‍ഡസ്ട്രിയല്‍ പ്രൊമോഷന്‍,കേരള ബ്യൂറോ ഒഫ് ഇന്‍ഡസ്ട്രിയല്‍ പ്രൊമോഷന്‍,kerala byooro ophu indastriyalu preaamoshanu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ഭാഷാ ഇന്‍സ്റ്റിറ്റ്യൂട്ട്,കേരള ഭാഷാ ഇന്‍സ്റ്റിറ്റ്യൂട്ട്,kerala bhaashaa insttittyoottu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളഭൂഷണം,കേരളഭൂഷണം,keralabhooshanam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളം,കേരളം,keralam,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരളമിത്രം,കേരളമിത്രം,keralamithram,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള മിനറല്‍സ് ആന്‍ഡ് മെറ്റല്‍സ് ലിമിറ്റഡ്,കേരള മിനറല്‍സ് ആന്‍ഡ് മെറ്റല്‍സ് ലിമിറ്റഡ്,kerala minaralsu aandu mettalsu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള മെഡിക്കല്‍ സര്‍വീസ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,കേരള മെഡിക്കല്‍ സര്‍വീസ് കോര്‍പ്പറേഷന്‍ ലിമിറ്റഡ്,kerala medikkalu sarveesu korppareshanu limittadu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള യുക്തിവാദി സംഘം,കേരള യുക്തിവാദി സംഘം,kerala yukthivaadi samgham,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള യൂണിവേഴ്‌സിറ്റി ഒഫ് ഫിഷറീസ് ആന്‍ഡ് ഓഷന്‍ സ്റ്റഡീസ്,കേരള യൂണിവേഴ്‌സിറ്റി ഒഫ് ഫിഷറീസ് ആന്‍ഡ് ഓഷന്‍ സ്റ്റഡീസ്,kerala yoonivezhsitti ophu phishareesu aandu oshanu sttadeesu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള യൂണിവേഴ്‌സിറ്റി ഒഫ് ഹെല്‍ത്ത് സയന്‍സസ്,കേരള യൂണിവേഴ്‌സിറ്റി ഒഫ് ഹെല്‍ത്ത് സയന്‍സസ്,kerala yoonivezhsitti ophu heltthu sayansasu,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള റോഡ് സെയ്ഫ്റ്റി അതോറിറ്റി,കേരള റോഡ് സെയ്ഫ്റ്റി അതോറിറ്റി,kerala rodu seyphtti athoritti,,
Vol08,http://web-edition.sarvavijnanakosam.gov.in/index.php?title=കേരള ലളിതകലാ അക്കാദമി,കേരള ലളിതകലാ അക്കാദമി,kerala lalithakalaa akkaadami,,
